1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	-0.01
28	-0.01
29	0
30	-0.01
31	-0.01
32	-0.01
33	-0.01
34	-0.01
35	0
36	-0.01
37	-0.01
38	-0.01
39	-0.01
40	-0.01
41	-0.01
42	-0.01
43	-0.01
44	-0.01
45	-0.01
46	-0.01
47	-0.01
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	-0.01
61	-0.01
62	-0.01
63	-0.01
64	0
65	0
66	0
67	-0.01
68	-0.01
69	-0.01
70	-0.01
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	-0.01
82	0
83	0
84	0
85	0
86	-0.01
87	-0.01
88	0
89	0
90	0
91	0
92	-0.01
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	-0.01
102	0
103	0
104	0
105	0
106	0
107	-0.01
108	-0.01
109	-0.01
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	-0.01
124	-0.01
125	-0.01
126	-0.01
127	0
128	0
129	-0.01
130	-0.01
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	-0.01
147	-0.01
148	-0.01
149	-0.01
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	-0.01
164	0
165	0
166	0
167	0
168	-0.01
169	-0.01
170	0
171	0
172	0
173	0
174	-0.01
175	-0.01
176	0
177	0
178	-0.01
179	-0.01
180	-0.01
181	-0.01
182	0
183	0
184	-0.01
185	-0.01
186	0
187	0
188	0
189	0
190	0
191	-0.01
192	-0.01
193	-0.01
194	0
195	0
196	0
197	-0.01
198	-0.01
199	-0.01
200	-0.01
201	-0.01
202	-0.01
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	-0.01
212	-0.01
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
