4.00000E+3	2.66885E-3
4.02000E+3	2.66951E-3
4.04000E+3	2.66803E-3
4.06000E+3	2.66586E-3
4.08000E+3	2.66716E-3
4.10000E+3	2.66375E-3
4.12000E+3	2.66228E-3
4.14000E+3	2.66505E-3
4.16000E+3	2.66170E-3
4.18000E+3	2.66562E-3
4.20000E+3	2.66426E-3
4.22000E+3	2.66348E-3
4.24000E+3	2.66510E-3
4.26000E+3	2.66508E-3
4.28000E+3	2.66525E-3
4.30000E+3	2.66343E-3
4.32000E+3	2.66471E-3
4.34000E+3	2.66967E-3
4.36000E+3	2.66965E-3
4.38000E+3	2.67046E-3
4.40000E+3	2.66887E-3
4.42000E+3	2.66546E-3
4.44000E+3	2.65845E-3
4.46000E+3	2.65743E-3
4.48000E+3	2.66062E-3
4.50000E+3	2.66654E-3
4.52000E+3	2.67326E-3
4.54000E+3	2.67650E-3
4.56000E+3	2.68348E-3
4.58000E+3	2.67734E-3
4.60000E+3	2.65113E-3
4.62000E+3	2.62996E-3
4.64000E+3	2.60141E-3
4.66000E+3	2.56338E-3
4.68000E+3	2.52888E-3
4.70000E+3	2.49343E-3
4.72000E+3	2.46592E-3
4.74000E+3	2.44088E-3
4.76000E+3	2.41979E-3
4.78000E+3	2.40083E-3
4.80000E+3	2.37995E-3
4.82000E+3	2.34697E-3
4.84000E+3	2.29547E-3
4.86000E+3	2.22789E-3
4.88000E+3	2.13952E-3
4.90000E+3	2.01300E-3
4.92000E+3	1.85280E-3
4.94000E+3	1.68854E-3
4.96000E+3	1.47031E-3
4.98000E+3	1.26563E-3
5.00000E+3	1.06186E-3
5.02000E+3	8.97567E-4
5.04000E+3	7.66835E-4
5.06000E+3	6.40597E-4
5.08000E+3	5.38909E-4
5.10000E+3	4.50131E-4
5.12000E+3	3.76467E-4
5.14000E+3	3.21391E-4
5.16000E+3	2.82898E-4
5.18000E+3	2.47794E-4
5.20000E+3	2.21024E-4
5.22000E+3	1.97798E-4
5.24000E+3	1.73204E-4
5.26000E+3	1.41298E-4
5.28000E+3	1.22810E-4
5.30000E+3	1.06415E-4
5.32000E+3	9.43011E-5
5.34000E+3	8.57473E-5
5.36000E+3	7.80833E-5
5.38000E+3	6.88453E-5
5.40000E+3	6.18136E-5
5.42000E+3	5.51340E-5
5.44000E+3	4.96957E-5
5.46000E+3	4.46622E-5
5.48000E+3	3.91230E-5
5.50000E+3	3.49165E-5
5.52000E+3	3.10838E-5
5.54000E+3	2.85985E-5
5.56000E+3	2.62106E-5
5.58000E+3	2.34788E-5
5.60000E+3	2.13370E-5
5.62000E+3	1.91208E-5
5.64000E+3	1.74675E-5
5.66000E+3	1.60424E-5
5.68000E+3	1.56406E-5
5.70000E+3	1.34349E-5
5.72000E+3	1.28564E-5
5.74000E+3	1.13117E-5
5.76000E+3	1.11063E-5
5.78000E+3	9.61471E-6
5.80000E+3	9.80990E-6
5.82000E+3	8.58312E-6
5.84000E+3	8.26013E-6
5.86000E+3	7.58299E-6
5.88000E+3	6.94022E-6
5.90000E+3	6.45025E-6
5.92000E+3	6.53042E-6
5.94000E+3	5.35377E-6
5.96000E+3	6.35481E-6
5.98000E+3	5.33488E-6
6.00000E+3	5.58524E-6
